rank,ntaname,priority_class,final_score,strategic_potential,roi_months,estimated_monthly_revenue,monthly_profit,safety_margin,revenue_volatility,income_score,transit_score,competition_score,mixed_use_score,subway_score,median_income,daily_pickups,competitor_count,commercial_ratio,subway_ridership
11.0,St. George-New Brighton,Quick ROI,72.53793640548373,60.94811934987046,6.046402806657814,50474.059674935226,24808.138788707896,49.15027431611034,27.00451272653728,55.25902780825466,54.27728613569322,62.5,83.57038689296554,56.211735683616624,96310.8333699056,5011,15,0.4178519344648277,60466.96151151862
12.0,Tottenville-Charleston,Quick ROI,72.3188643544263,60.61265463946941,6.073092643883029,50306.3273197347,24699.112757827555,49.09742784609586,12.024423916621522,63.8939822747213,80.8259587020649,17.5,88.65054146871674,58.381930550342965,106672.77872966557,5101,33,0.5567472926564163,62415.36498064499
13.0,Pelham Gardens,Quick ROI,72.27180583591432,60.54062539779747,6.078854104146235,50270.312698898735,24675.70325428418,49.08603493692759,17.952982856419354,42.86563314005759,84.070796460177,52.5,96.7896818729466,39.958027699028435,81438.75976806911,5112,19,0.483948409364733,45874.36362600712
14.0,Bayside,Quick ROI,72.09034299114245,60.26297744041331,6.101165209658295,50131.48872020665,24585.467668134326,49.041966029276495,19.766714970305408,61.157617503762474,69.32153392330383,40.0,88.98067982604692,48.81082152952441,103389.14100451497,5062,24,0.4449033991302346,53822.41219770895
15.0,Claremont Park,Quick ROI,71.80596014738622,59.82819389564253,6.136434284998945,49914.096947821265,24444.163016083825,48.97246371428304,26.705919178430943,68.28945926544824,73.15634218289085,55.00000000000001,59.22730128886218,41.202327246864826,111947.3511185379,5075,18,0.7038634935556891,46991.49720364475
16.0,Flatbush,Quick ROI,71.68677795309074,59.6461039496639,6.151326625061403,49823.05197483195,24384.983783640768,48.94317553239976,19.4377666829159,27.903358938337757,94.10029498525073,45.0,70.98950464472682,71.00889760660148,63484.03072600531,5146,22,0.6450524767763659,73751.870653092
17.0,Hoffman & Swinburne Islands,Quick ROI,71.5671646512726,59.463429505412236,6.166339577962104,49731.71475270612,24325.614589258978,48.913685583172686,15.676602072231205,53.63820944644452,53.09734513274337,62.5,99.9461881534395,39.71239947118252,94365.85133573342,5007,15,0.5002690592328025,45653.83831807832
18.0,Rego Park,Quick ROI,71.36532703336746,59.155351110454575,6.191825449357928,49577.67555522729,24225.48911089774,48.86370496315754,13.167104520649461,47.55150865089969,59.587020648967545,57.49999999999999,43.97051984089223,86.27245920901154,87061.81038107963,5029,17,0.21985259920446115,87455.51396795292
19.0,Highbridge Park,Quick ROI,71.07096262769132,58.70642893401325,6.229342099074953,49353.21446700663,24079.58940355431,48.7903162207436,20.829310599847233,42.33861869085423,91.44542772861357,32.5,54.53254060742081,75.76403812231929,80806.34242902508,5137,27,0.727337296962896,78021.04132484084
20.0,Jamaica Bay (West),Quick ROI,71.06185823326814,58.692551590015405,6.230509081111654,49346.27579500771,24075.079266755012,48.788036946834104,28.54181045079055,58.4069353727505,73.15634218289085,40.0,75.56649288178505,50.62287688990923,100088.3224473006,5075,24,0.37783246440892526,55449.27760254176
21.0,Claremont Village-Claremont (East),Quick ROI,71.04574815044234,58.667996936890795,6.232575017538209,49333.998468445396,24067.099004489508,48.784002415460215,16.05801450163453,54.62296884115049,47.78761061946903,27.500000000000004,87.4245739256323,84.20523256932259,95547.56260938059,4989,29,0.5628771303718385,85599.55549252062
22.0,Wakefield-Woodlawn,Quick ROI,70.93501223128348,58.4992532951804,6.24680961873716,49249.6266475902,24012.257320933633,48.756222037489415,22.23267441499038,88.81754401011014,52.8023598820059,52.5,48.97080227485993,39.44387487511348,136581.05281213217,5006,19,0.2448540113742996,45412.756624195266
23.0,Dyker Beach Park,Quick ROI,70.7604489332721,58.23338155631255,6.269370000773128,49116.69077815628,23925.84900580158,48.71225774119569,23.128212962468922,54.636352335483096,94.98525073746312,37.5,59.580465948153225,45.700867163630875,95563.62280257972,5149,25,0.7020976702592339,51030.29155995621
24.0,Freshkills Park (North),Quick ROI,70.69185381298593,58.1289518596621,6.278275954216996,49064.47592983105,23891.909354390184,48.69492418212904,15.328085474338904,56.62212389697451,68.43657817109144,37.5,79.84302103724039,54.04826047807067,97946.5486763694,5059,25,0.39921510518620196,58524.59096199589
25.0,Holy Cross Cemetery,Quick ROI,70.35663438107517,57.618982912525375,6.322133049660074,48809.49145626269,23726.169446570748,48.609745233324844,21.239983542196306,44.40132148757425,56.04719764011799,42.5,88.28455407468216,67.83264950702942,83281.5857850891,5017,23,0.4414227703734108,70900.23142433116
26.0,Calvary & Mount Zion Cemeteries,Quick ROI,70.25970411786065,57.47163895776724,6.334918885199552,48735.81947888362,23678.282661274352,48.5849687446699,28.900504791728693,21.7971632425523,66.3716814159292,55.00000000000001,76.88594193478639,81.07560286862685,56156.59589106276,5052,18,0.3844297096739319,82789.77031635586
27.0,Jamaica Hills-Briarwood,Quick ROI,70.18294615857897,57.35499620274986,6.345077344606414,48677.498101374935,23640.37376589371,48.56530160334179,13.806424860392237,38.71268163429167,52.21238938053098,55.00000000000001,85.72688484138106,66.87657595931793,76455.21796115,5004,18,0.42863442420690534,70041.86748399476
28.0,Fort Greene,Quick ROI,69.66866264726377,56.57434073050726,6.413912686560862,48287.17036525363,23386.660737414863,48.43245226529857,22.911237090165848,70.40026698973732,77.5811209439528,40.0,45.822640108773506,42.923268889831746,114480.32038768478,5090,24,0.22911320054386752,48536.560607273015
29.0,New Dorp-Midland Beach,Quick ROI,69.48046260566309,56.28904152514766,6.439443464138258,48144.520762573826,23293.93849567299,48.383363520321986,13.148869987040879,74.28029667252285,63.421828908554566,27.500000000000004,71.63022287090794,43.950340723349235,119136.35600702743,5042,29,0.6418488856454603,49458.666890975604
30.0,Oakland Gardens-Hollis Hills,Quick ROI,69.3404132757968,56.07686929268945,6.458562449725308,48038.43464634473,23224.982520124075,48.346668019273764,19.85831223687502,51.070651068870795,66.07669616519173,57.49999999999999,62.36102076872426,46.19857088562381,91284.78128264495,5051,17,0.3118051038436213,51477.13053897883
31.0,Tribeca-Civic Center,Quick ROI,69.0986291103766,55.710841523181074,6.491813705298073,47855.42076159053,23106.023495033845,48.28298054288362,29.535196014633478,53.1652715143078,71.68141592920354,25.0,88.86577828710872,48.76686857848554,93798.32581716936,5070,30,0.44432889143554366,53782.95118727368
32.0,Randall's Island,Quick ROI,69.09778562114559,55.709565201765145,6.491930249870243,47854.78260088257,23105.608690573674,48.282757615427016,26.580485407701328,43.68718069235804,79.64601769911505,17.5,84.56566144160998,63.36858636305563,82424.61683082965,5097,33,0.5771716927919501,66892.39035463125
33.0,Elmhurst,Quick ROI,69.09571050575127,55.70642526948649,6.492216983910915,47853.21263474324,23104.58821258311,48.28220915685879,25.434246189701305,44.60733280868008,85.25073746312685,20.0,98.71580784282324,43.48536699133806,83528.79937041609,5116,32,0.5064209607858838,49041.21293493072
34.0,Stuyvesant Town-Peter Cooper Village,Quick ROI,69.07363077113465,55.67301720603896,6.495269328733083,47836.50860301948,23093.730591962663,48.27637147102531,28.036916806395894,38.92839530845891,67.84660766961652,35.0,87.4462200193257,61.27331921051038,76714.07437015069,5057,26,0.5627688999033715,65011.25707422501
35.0,Mapleton-Midwood (West),Quick ROI,68.98520026218748,55.53924519959711,6.507520286356197,47769.62259979856,23050.254689869063,48.25295540427038,15.173406479672543,41.07017252479105,80.23598820058997,32.5,77.20887250194669,55.71586776494675,79284.20702974926,5099,27,0.38604436250973345,60021.770718849264
36.0,Forest Hills,Quick ROI,68.92238040844076,55.444243691144045,6.516248709368511,47722.12184557202,23019.379199621817,48.236286043843855,27.177268357633395,32.84452530571144,81.41592920353983,37.5,51.172055061037504,78.87059132426295,69413.43036685373,5103,25,0.7441397246948125,80810.10839365349
37.0,Oakwood-Richmondtown,Quick ROI,68.83224297336704,55.30797151625146,6.528809904575752,47653.98575812573,22975.090742781726,48.212317138371,22.842937892300977,81.71158743776319,62.83185840707964,42.5,67.45871430299908,18.474479149724385,128053.90492531583,5040,23,0.6627064284850046,26586.40881402698
38.0,Upper West Side (Central),Quick ROI,68.66916586177233,55.061551562110076,6.551647613240583,47530.77578105504,22895.004257685778,48.168799859587686,19.864300926823887,30.790385079048427,94.69026548672566,45.0,53.13943938774839,57.274931434202855,66948.46209485811,5148,22,0.26569719693874194,61421.49988987516
39.0,Astoria (North)-Ditmars-Steinway,Quick ROI,68.52333112440272,54.84132256577879,6.572193622596832,47420.6612828894,22823.429833878112,48.12971649156102,23.587482440530508,76.37030231551576,15.04424778761062,27.500000000000004,86.8280379967794,71.07845864930408,121644.36277861892,4878,29,0.434140189983897,73814.32263793255
40.0,West Farms,Quick ROI,68.45615899626982,54.73992778997505,6.581696516572811,47369.96389498752,22790.47653174189,48.11166118316057,28.341117503282316,56.570877452126545,49.26253687315634,42.5,47.09467249111259,75.90250089322626,97885.05294255185,4994,23,0.7645266375444371,78145.35336120048
41.0,Howard Beach-Lindenwood,Quick ROI,68.2822964861871,54.47761514368415,6.606408900035095,47238.80757184207,22705.224921697347,48.06477150628034,23.366820623929073,48.230160131375996,65.19174041297934,20.0,94.71684189995067,55.871003716258386,87876.1921576512,5048,32,0.5264157905002467,60161.051955919815
42.0,East Flatbush-Remsen Village,Quick ROI,68.20250604939116,54.3572949832773,6.617806410862837,47178.64749163865,22666.120869565122,48.04317646787602,11.69444095333992,31.05807550309969,83.77581120943954,40.0,78.5445550801235,50.27965301797974,67269.69060371963,5111,24,0.6072772245993825,55141.13081212788
43.0,Spring Creek-Starrett City,Quick ROI,68.17671995618711,54.3184192439461,6.621497385270823,47159.20962197305,22653.486254282485,48.03618728106815,28.343870980750292,44.0468194290682,77.28613569321534,37.5,79.23184010419897,42.32355616203069,82856.18331488184,5089,25,0.6038407994790052,47998.1378244888
44.0,Woodhaven,Quick ROI,68.16583967985437,54.3020171170963,6.623055885605105,47151.00855854815,22648.155563056298,48.03323673327947,29.4470660075533,17.961978335101605,70.79646017699115,45.0,85.3957669334271,69.214327289543,51554.37400212193,5067,22,0.5730211653328645,72140.70334044308
45.0,United Nations,Quick ROI,67.96192085814158,53.99474431869069,6.652388599609233,46997.372159345345,22548.291903574474,47.97777166587981,26.48855506835884,69.79030010453207,50.442477876106196,32.5,85.33955456210754,35.78870266510153,113748.36012543848,4998,27,0.4266977728105377,42131.13877345153
46.0,Bay Terrace-Clearview,Quick ROI,67.94863287711252,53.97473052933757,6.654308160735037,46987.365264668784,22541.78742203471,47.97414644354311,17.929240550741746,35.98273098631515,74.04129793510324,60.0,68.54130702524995,39.447960709753204,73179.27718357818,5078,16,0.6572934648737503,45416.42489127505
47.0,Jamaica,Quick ROI,67.94585689773291,53.97054960825207,6.654709300827509,46985.274804126035,22540.428622681924,47.973388932275704,17.260778446918287,53.31185876027641,47.78761061946903,52.5,63.20553917209742,55.52115959237275,93974.23051233169,4989,19,0.31602769586048707,59846.961495619136
48.0,Washington Heights (South),Quick ROI,67.94117280494055,53.96349497491962,6.655386270016835,46981.74748745981,22538.13586684888,47.97211060074909,25.66893691398544,42.71860104887243,30.973451327433626,42.5,90.30039780385415,75.2204738831833,81262.32125864692,4932,23,0.45150198901927074,77533.02872032151
49.0,Castle Hill-Unionport,Quick ROI,67.89816743877273,53.89873178481689,6.661607448176113,46949.365892408445,22517.08783006549,47.960366241509625,19.529958309285014,42.938651503747685,52.50737463126843,42.5,91.97202874018834,51.83394835799015,81526.38180449723,5005,23,0.4598601437009417,56536.57897162494
50.0,The Battery-Governors Island-Ellis Island-Liberty Island,Quick ROI,67.68782683257596,53.58214180115429,6.692187372174916,46791.07090057715,22414.196085375148,47.90272086954667,24.230038187043796,53.97983223006347,56.04719764011799,45.0,48.444382440536835,63.055434247671506,94775.79867607617,5017,22,0.24222191220268416,66611.24202213193
51.0,Prospect Park,Quick ROI,67.63284401783667,53.49943197872907,6.700222754101145,46749.71598936454,22387.31539308695,47.88759657530329,25.675163215024938,65.75500059522548,32.448377581120944,45.0,96.19989968033045,35.70510680824472,108906.00071427057,4937,22,0.48099949840165224,42056.08631618067
52.0,Westerleigh-Castleton Corners,Quick ROI,67.61385585208751,53.47087286261218,6.703001798219695,46735.436431306094,22378.033680348963,47.88236804687003,17.69725715016419,55.53656654521086,74.92625368731564,22.5,79.49359909001234,40.88720312672244,96643.87985425304,5081,31,0.6025320045499383,46708.578402985615
53.0,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,Quick ROI,67.45240659415703,53.22813904533194,6.726715249563197,46614.06952266597,22299.145189732884,47.8377996559386,29.088253647970856,68.03434935253237,45.42772861356932,20.0,98.83603791434304,41.54300148666763,111641.21922303885,4981,32,0.5058198104282848,47297.3549313773
54.0,Inwood Hill Park,Quick ROI,67.32022466621879,53.029533181151294,6.746242863707988,46514.766590575644,22234.59828387417,47.80116060687515,14.855137255798173,43.60567652705586,71.68141592920354,20.0,68.04090499690459,67.92847557005467,82326.81183246704,5070,32,0.3402045249845229,70986.26417488906
55.0,Bedford-Stuyvesant (West),Quick ROI,67.29227885789027,52.98755861821253,6.7503844695558755,46493.77930910626,22220.956550919072,47.7933970546612,14.932987635492838,48.803334241374266,44.24778761061947,32.5,84.71299807546886,63.65108912212371,88564.00108964911,4977,27,0.5764350096226557,67146.02165947178
56.0,South Williamsburg,Quick ROI,67.28026848406313,52.96952061910196,6.752165831097059,46484.76030955098,22215.094201208136,47.790058619800426,24.574692670022124,50.993511210431095,40.41297935103245,42.5,73.77367623460756,62.8624775554828,91192.21345251732,4964,23,0.3688683811730378,66438.00528002373
57.0,Murray Hill-Kips Bay,Quick ROI,67.25767892935953,52.93559663535016,6.755518577775841,46467.79831767508,22204.068906488803,47.78377652991359,25.99739945398821,47.366508971566276,64.89675516224189,55.00000000000001,69.58405073974512,33.38505374524221,86839.81076587953,5047,18,0.6520797463012744,39973.13998457764
58.0,Harlem (South),Quick ROI,67.23254297457017,52.897852501582825,6.759252789569302,46448.92625079141,22191.802063014416,47.776781627188434,24.524546246169763,53.78797649536063,80.53097345132744,42.5,97.40513543638248,1.1694668600990383,94545.57179443276,5100,23,0.4870256771819124,11049.948703768925
59.0,Bay Ridge,Quick ROI,67.22578907093036,52.88771154860575,6.760256787349634,46443.85577430288,22188.506253296873,47.774901293991284,15.869196359597934,76.0891288439362,56.342182890855455,30.0,53.26785481270135,43.03407268772707,121306.95461272344,5018,28,0.26633927406350677,48636.040385573884
60.0,Great Kills-Eltingville,Quick ROI,67.1227260537311,52.733000043106344,6.7756109581990716,46366.500021553176,22138.225014009564,47.74616372535937,12.763711600546001,59.009692928148894,61.06194690265486,27.500000000000004,61.792407626348144,54.99663143292962,100811.63151377867,5034,29,0.6910379618682593,59376.039505533015
61.0,Middle Village,Quick ROI,67.0817841475423,52.671560094388276,6.781727863636019,46335.78004719414,22118.25703067619,47.734724673132085,27.219260703807784,31.986315974209244,39.823008849557525,42.5,54.73586220616306,100.0,68383.5791690511,4962,23,0.7263206889691847,99780.11601628525
62.0,East New York-City Line,Quick ROI,66.94122251898352,52.46070893545219,6.8028042634316925,46230.354467726094,22049.73040402196,47.69535223748958,15.4184160674954,18.582831759974773,58.70206489675516,30.0,92.86370665294535,80.72516009082831,52299.39811196973,5026,28,0.4643185332647268,82475.14238387765
63.0,Hart Island,Quick ROI,66.93048659370282,52.44460976643552,6.804418899237724,46222.30488321776,22044.498174091543,47.69233864427082,26.16671273839271,34.13988100695814,82.00589970501476,35.0,45.330589669855414,68.54435561607359,70967.85720834977,5105,26,0.22665294834927707,71539.201994726
64.0,Melrose,Quick ROI,66.7859175255617,52.22789452831446,6.8262287871404626,46113.94726415723,21974.065721702198,47.65166945225241,27.876469588875498,45.02907511475862,43.067846607669615,52.5,99.01157884384271,35.026598007572346,84034.89013771035,4973,19,0.49505789421921353,41446.92032775631
65.0,Jamaica Bay (East),Quick ROI,66.75585379437287,52.18284525776507,6.8307800404292545,46091.42262888253,21959.424708773644,47.64319141456286,10.626235779147938,41.38446489102975,34.21828908554572,32.5,92.75391088490044,72.89992292581712,79661.3578692357,4943,27,0.5362304455754978,75449.63537858114
66.0,Soundview-Clason Point,Quick ROI,66.73033937526746,52.144617702944934,6.834646869749249,46072.308851472466,21947.000753457105,47.6359906863137,27.143329739838602,43.66917243884533,79.05604719764013,45.0,59.104911990941964,37.7518917753214,82403.0069266144,5095,22,0.7044754400452902,43893.692234226
67.0,Great Kills Park,Quick ROI,66.69096331119286,52.08563021275179,6.840622224687317,46042.81510637589,21927.829819144332,47.62486778552301,29.38842012313529,36.25988841537916,72.56637168141593,42.5,46.66089000048682,65.04125136275394,73511.866098455,5073,23,0.2333044500024341,68394.1109319242
68.0,Crown Heights (North),Quick ROI,66.64539459006076,52.01737881938496,6.8475490523553235,46008.68940969248,21905.64811630011,47.61198025276793,28.704715948994316,45.32704204886817,70.50147492625368,57.49999999999999,48.944894219385596,38.71794594504669,84392.4504586418,5066,17,0.244724471096928,44761.016788585526
69.0,Kew Gardens,Quick ROI,66.4868521601299,51.78002840929686,6.871747328172313,45890.014204648425,21828.509233021476,47.56701345891141,29.166700185892896,49.18301096600487,34.51327433628318,57.49999999999999,83.69145196131083,42.63951503171194,89019.61315920585,4944,17,0.5815427401934459,48281.80606425236
70.0,Alley Pond Park,Quick ROI,66.46446292952243,51.746523736193055,6.875176968290114,45873.261868096524,21817.62021426274,47.56064715214036,28.722281744416613,30.93189073665947,75.51622418879056,32.5,83.06817806660601,49.750397521395875,67118.26888399136,5083,27,0.41534089033303007,54665.964613272314
71.0,Pelham Parkway-Van Nest,Quick ROI,66.4133968548852,51.670117993612536,6.883010911923467,45835.05899680627,21792.788347924077,47.54611169900004,15.598385333869453,76.79553960855272,47.78761061946903,52.5,41.19914855549056,31.16919342128482,122154.64753026326,4989,19,0.7940042572225472,37983.73801496986
72.0,North Corona,Quick ROI,66.40226410346278,51.65346338678946,6.884720892916328,45826.73169339473,21787.375600706575,47.542940104207595,26.66950018552487,35.89371438720617,69.02654867256636,45.0,94.49648568651293,28.501261012488527,73072.4572646474,5061,22,0.5275175715674354,35588.46520311647
73.0,Longwood,Quick ROI,66.347366825729,51.57134941005749,6.893164230458259,45785.674705028745,21760.688558268685,47.527285987288636,25.489160324772584,36.75362418520934,80.53097345132744,40.0,54.42237681995499,50.56696075248212,74104.3490222512,5100,24,0.7278881159002251,55399.07602948787
74.0,Bath Beach,Quick ROI,66.33637803966965,51.554915139146416,6.894856565727292,45777.457569573206,21755.347420222584,47.52414960389294,24.898905955399208,41.8513248959324,56.63716814159292,65.0,94.9285589752776,12.626832202765414,80221.58987511888,5019,14,0.474642794876388,21336.384600824455
75.0,Yankee Stadium-Macombs Dam Park,Quick ROI,66.24599606186308,51.419775919445314,6.908804234706153,45709.88795972266,21711.42717381973,47.49831632261009,22.040797525157554,44.93984523982805,56.932153392330385,52.5,93.34605603393223,21.48237762966193,83927.81428779366,5020,19,0.46673028016966117,29286.90355896699
76.0,St. Albans,Quick ROI,66.23289370394717,51.40018992963822,6.910830380753647,45700.094964819116,21705.061727132426,47.49456591685736,17.36493187614026,39.20571123721505,53.09734513274337,57.49999999999999,78.41194261879893,38.58750850482972,77046.85348465806,5007,17,0.6079402869060053,44643.90990343006
77.0,Mariner's Harbor-Arlington-Graniteville,Quick ROI,66.22801744253445,51.39290097870989,6.911584717037215,45696.450489354946,21702.692818080715,47.49316978817947,23.986663721457138,30.53122425331358,51.32743362831859,55.00000000000001,96.88517936628465,39.80915642387534,66637.4691039763,5001,18,0.5155741031685768,45740.70682245975
78.0,Riverdale-Spuyten Duyvil,Quick ROI,66.21932422701956,51.37990691815203,6.91292988580749,45689.953459076016,21698.46974839941,47.49068034799923,16.2717664745329,29.331080143080047,55.45722713864307,42.5,68.46658946146545,70.92851517716795,65197.296171696056,5015,23,0.3423329473073272,73679.70321468987
79.0,Far Rockaway-Bayswater,Quick ROI,66.19180216425926,51.338772147730886,6.917191686568912,45669.38607386545,21685.100948012543,47.482794957959726,29.533839436273734,51.658286436139086,71.68141592920354,47.5,83.78495448687104,10.100870899123732,91989.9437233669,5070,21,0.4189247724343552,19068.57361188848
80.0,East Flatbush-Farragut,Quick ROI,65.98662168956068,51.03227282079738,6.949113004376614,45516.136410398685,21585.488666759145,47.423815747743674,21.359321770377974,56.90166914825414,46.017699115044245,25.0,70.1579503405422,60.39811579821832,98282.00297790497,4983,30,0.350789751702711,64225.49843529071
81.0,Corona,Quick ROI,65.88443860198127,50.879740950478244,6.965108952458512,45439.87047523912,21535.91580890543,47.39431601293995,15.063962798814662,43.26439165270873,75.81120943952803,32.5,43.33183554543516,59.50812908790092,81917.26998325047,5084,27,0.7833408222728242,63426.46733423823
82.0,Chinatown-Two Bridges,Quick ROI,65.87748853648768,50.869369033180156,6.9661993251306145,45434.684516590074,21532.54493578355,47.39230648321357,13.369483095117001,49.7261894541723,47.49262536873156,37.5,71.4941477035203,53.5758722018136,89671.42734500676,4988,25,0.6425292614823985,58100.480219524965
83.0,East Williamsburg,Quick ROI,65.80477939438025,50.76088206970833,6.97762477116713,45380.441034854164,21497.28667265521,47.371259913812544,17.02935611785403,69.22978867516719,61.06194690265486,42.5,49.27474792950073,26.749166654802263,113075.74641020063,5034,23,0.24637373964750364,34015.43285607096
84.0,Hell's Kitchen,Quick ROI,65.76876204853318,50.70715556486476,6.983296935578511,45353.57778243238,21479.825558581048,47.360818283450214,22.855570859144432,39.57607010599252,52.8023598820059,42.5,95.84651774772075,36.8784419990367,77491.28412719103,5006,23,0.5207674112613963,43109.50801173362
85.0,East Harlem (South),Quick ROI,65.75673745276976,50.689220707852485,6.985192457912625,45344.61035392624,21473.99673005206,47.3573299283907,28.718061123386647,9.99048722741091,61.94690265486725,42.5,90.63992568552993,68.5311475859841,41988.58467289309,5037,23,0.45319962842764966,71527.34380998819
86.0,Douglaston-Little Neck,Quick ROI,65.66711264098475,50.555576301368696,6.999349709754694,45277.78815068435,21430.562297944827,47.33129239136854,21.31303818239323,57.37503673944171,51.32743362831859,45.0,76.48219378944465,27.37000661213927,98850.04408733005,5001,22,0.38241096894722326,34572.82369004358
87.0,Middle Village Cemetery,Quick ROI,65.64660784448188,50.525008509886824,7.002595892175321,45262.504254943415,21420.62776571322,47.32532615751974,29.257459401049353,50.534736411770965,22.123893805309734,57.49999999999999,41.729958567509144,78.53525930377882,90641.68369412515,4902,17,0.7913502071624543,80509.04691662308
88.0,East Village,Quick ROI,65.5788456262989,50.424012413824286,7.01334273299351,45212.00620691214,21387.804034492892,47.30558501786427,23.965168207448517,16.863826559777323,70.50147492625368,55.00000000000001,48.46913365591643,69.18695370120881,50236.59187173279,5066,18,0.7576543317204179,72116.12730107883
89.0,Whitestone-Beechhurst,Quick ROI,65.50583898789826,50.315236500826124,7.024954368896138,45157.61825041306,21352.451862768492,47.28427381701687,10.173700868000283,47.35911717861551,54.86725663716814,52.5,89.91183476979245,17.57615331634875,86830.94061433861,5013,19,0.44955917384896227,25779.890838618074
90.0,Upper West Side-Manhattan Valley,Quick ROI,65.48957876554141,50.29101485650525,7.0275452225425985,45145.507428252626,21344.579828364207,47.279521361646054,19.835797535260348,54.44827536186813,47.1976401179941,45.0,77.08389928354605,33.38416549953744,95337.93043424175,4987,22,0.3854194964177302,39972.342516553384
91.0,Astoria (East)-Woodside (North),Quick ROI,65.46755617251662,50.258212463947025,7.031056958777398,45129.106231973514,21333.919050782784,47.27308123746514,22.629964540234976,51.17820017987146,54.86725663716814,50.0,97.94596238488182,8.991583669066307,91413.84021584575,5013,20,0.5102701880755909,18072.654249789088
92.0,McGuire Fields,Quick ROI,65.26784348166365,49.960902434462554,7.063046968520818,44980.451217231275,21237.29329120033,47.214495889860416,11.180489125393372,12.579028664986023,29.49852507374631,52.5,82.06168596068402,90.5359367968209,45094.83439798323,4927,19,0.5896915701965799,91283.2690926165
93.0,Cunningham Park,Quick ROI,65.21837875496944,49.88730951072809,7.071010427201112,44943.65475536404,21213.375590986627,47.19993446562065,26.519367866784417,44.95390334058924,56.932153392330385,47.5,77.66222072889137,30.56534943890496,83944.68400870709,5020,21,0.6116888963555431,37441.606187031866
94.0,Hollis,Quick ROI,65.1346973047552,49.762850036925215,7.084519076099878,44881.42501846261,21172.926262000696,47.17525402388831,20.28806379407201,85.72205347236476,0.0,37.5,88.42725721878453,37.84124043008173,132866.46416683772,4827,25,0.4421362860939227,43973.90956012881
95.0,Norwood,Quick ROI,65.11284921353649,49.730363783785826,7.088053585102512,44865.18189189291,21162.368229730393,47.168800698776195,19.47261028615203,57.680103969435194,49.852507374631266,15.0,52.62819008886901,72.22803901585209,99216.12476332224,4996,34,0.26314095044434505,74846.41722471977
